id,domain,intent,gloss_sequence,vietnamese_sentence,complexity,source,split
247,need,need,co can xe_cuu_thuong,Cô cần xe cứu thương.,simple,synthetic_template_v4,train
248,generated_health,time_symptom,ngay ba bi chay_mau,Ngày bà bị chảy máu.,medium,synthetic_template_v4,train
249,generated_mix,time_activity,thang con_gai dang di_bo,Tháng con gái đang đi bộ.,medium,synthetic_template_v4,train
250,quantity,need_quantity,ong can bon ban_phim,Ông cần bốn bàn phím.,medium,synthetic_template_v4,train
251,generated_mix,time_activity,buoi_sang ong dang tap_the_duc,Buổi sáng ông đang tập thể dục.,medium,synthetic_template_v4,train
252,generated_mix,time_activity,hom_qua toi dang nghi,Hôm qua tôi đang nghỉ.,medium,synthetic_template_v4,train
253,quantity,need_quantity,ban can tam com,Bạn cần tám cơm.,medium,synthetic_template_v4,train
254,need,not_want,em khong muon goi_y_ta,Em không muốn gọi y tá.,medium,synthetic_template_v4,train
255,generated_mix,time_activity,thu_bay anh dang uong,Thứ bảy anh đang uống.,medium,synthetic_template_v4,train
256,generated_mix,time_activity,hom_qua ban dang lam_bai_tap,Hôm qua bạn đang làm bài tập.,medium,synthetic_template_v4,train
257,object_action,lost_object,em mat may_tinh,Em mất máy tính.,medium,synthetic_template_v4,train
258,quantity,want_quantity,em muon muoi tivi,Em muốn mười ti vi.,medium,synthetic_template_v4,train
259,generated_mix,want_need_like,chung_toi can sac_pin,Chúng tôi cần sạc pin.,simple,synthetic_template_v4,train
260,quantity,want_quantity,em muon nam den,Em muốn năm đèn.,medium,synthetic_template_v4,train
261,generated_health,time_symptom,thu_hai chi bi buon_non,Thứ hai chị bị buồn nôn.,medium,synthetic_template_v4,train
262,generated_mix,want_need_like,thay_giao can ba_lo,Thầy giáo cần ba lô.,simple,synthetic_template_v4,train
263,generated_mix,want_need_like,chung_toi can ca,Chúng tôi cần cá.,simple,synthetic_template_v4,train
264,complex_health,symptom_need,ban bi dau_dau nen can nghi_ngoi,Bạn bị đau đầu nên cần nghỉ ngơi.,complex,synthetic_template_v4,train
265,location,go_to_place,toi di sieu_thi,Tôi đi siêu thị.,simple,synthetic_template_v4,train
266,generated_mix,want_need_like,co_giao muon di_benh_vien,Cô giáo muốn đi bệnh viện.,simple,synthetic_template_v4,train
267,generated_mix,want_need_like,chung_toi muon rau,Chúng tôi muốn rau.,simple,synthetic_template_v4,train
268,generated_health,time_symptom,ngay_mai chi bi buon_non,Ngày mai chị bị buồn nôn.,medium,synthetic_template_v4,train
269,generated_mix,time_activity,nam chi dang rua_tay,Năm chị đang rửa tay.,medium,synthetic_template_v4,train
270,need,not_want,ban khong muon dia_chi,Bạn không muốn địa chỉ.,medium,synthetic_template_v4,train
271,generated_mix,time_activity,mua_he ong dang nghi,Mùa hè ông đang nghỉ.,medium,synthetic_template_v4,train
272,generated_health,time_symptom,thu_bay thay_giao bi met,Thứ bảy thầy giáo bị mệt.,medium,synthetic_template_v4,train
273,generated_mix,time_activity,thu_tu ong dang mua_sam,Thứ tư ông đang mua sắm.,medium,synthetic_template_v4,train
274,generated_health,time_symptom,thu_tu toi bi met,Thứ tư tôi bị mệt.,medium,synthetic_template_v4,train
275,generated_mix,want_need_like,thay_giao muon nghi_ngoi,Thầy giáo muốn nghỉ ngơi.,simple,synthetic_template_v4,train
276,generated_mix,time_activity,hom_qua chung_toi dang viet,Hôm qua chúng tôi đang viết.,medium,synthetic_template_v4,train
277,generated_mix,want_need_like,ban thich nghi_ngoi,Bạn thích nghỉ ngơi.,simple,synthetic_template_v4,train
278,generated_mix,time_activity,mua_dong co_giao dang nau_an,Mùa đông cô giáo đang nấu ăn.,medium,synthetic_template_v4,train
279,generated_health,time_symptom,thu_ba nguoi_khiem_thinh bi buon_non,Thứ ba người khiếm thính bị buồn nôn.,medium,synthetic_template_v4,train
280,generated_health,time_symptom,toi_nay ong bi sot,Tối nay ông bị sốt.,medium,synthetic_template_v4,train
281,generated_mix,time_activity,hom_nay ban dang xem,Hôm nay bạn đang xem.,medium,synthetic_template_v4,train
282,generated_question,question,thay_giao can nghi_ngoi khong,Thầy giáo có cần nghỉ ngơi không?,medium,synthetic_template_v4,train
283,generated_mix,want_need_like,thay_giao thich keo,Thầy giáo thích kẹo.,simple,synthetic_template_v4,train
284,generated_mix,want_need_like,co_giao muon trai_cay,Cô giáo muốn trái cây.,simple,synthetic_template_v4,train
285,quantity,want_quantity,anh muon bay tivi,Anh muốn bảy ti vi.,medium,synthetic_template_v4,train
286,generated_mix,time_activity,thu_bay em dang giat_do,Thứ bảy em đang giặt đồ.,medium,synthetic_template_v4,train
287,question,ask_quantity,em can bao_nhieu but,Em cần bao nhiêu bút?,medium,synthetic_template_v4,train
288,generated_mix,time_activity,thu_sau thay_giao dang uong,Thứ sáu thầy giáo đang uống.,medium,synthetic_template_v4,train
289,shopping,buy,ban muon mua banh_mi,Bạn muốn mua bánh mì.,simple,synthetic_template_v4,train
290,location,go_to_place,em di benh_vien,Em đi bệnh viện.,simple,synthetic_template_v4,train
291,complex_need,want_food_place,ong muon nuoc_cam o sieu_thi,Ông muốn nước cam ở siêu thị.,complex,synthetic_template_v4,train
292,quantity,want_quantity,em muon ba sach,Em muốn ba sách.,medium,synthetic_template_v4,train
293,generated_emergency,emergency,toi bi dau nen can goi_bac_si,Tôi bị đau nên cần gọi bác sĩ.,complex,synthetic_template_v4,train
294,time_activity,time_doing,thu_nam thay_giao di_hoc,Thứ năm thầy giáo đi học.,medium,synthetic_template_v4,train
295,weather,weather_question,toi_nay kho_rao khong,Tối nay có khô ráo không?,medium,synthetic_template_v4,train
296,generated_health,time_symptom,bay_gio con_trai bi dau_lung,Bây giờ con trai bị đau lưng.,medium,synthetic_template_v4,train
297,quantity,need_quantity,me can mot_tram may_tinh,Mẹ cần một trăm máy tính.,medium,synthetic_template_v4,train
298,generated_mix,time_activity,thu_hai ba dang an,Thứ hai bà đang ăn.,medium,synthetic_template_v4,train
299,quantity,want_quantity,me muon chin nuoc,Mẹ muốn chín nước.,medium,synthetic_template_v4,train
300,generated_health,time_symptom,ngay_mai thay_giao bi met,Ngày mai thầy giáo bị mệt.,medium,synthetic_template_v4,train
301,generated_mix,time_activity,thang ong dang doc_sach,Tháng ông đang đọc sách.,medium,synthetic_template_v4,train
302,generated_mix,time_activity,thu_sau em dang tam,Thứ sáu em đang tắm.,medium,synthetic_template_v4,train
303,quantity,need_quantity,me can hai_muoi chao,Mẹ cần hai mươi cháo.,medium,synthetic_template_v4,train
304,generated_health,time_symptom,toi_nay thay_giao bi cam_lanh,Tối nay thầy giáo bị cảm lạnh.,medium,synthetic_template_v4,train
305,generated_health,time_symptom,buoi_trua chung_toi bi dau_lung,Buổi trưa chúng tôi bị đau lưng.,medium,synthetic_template_v4,train
306,quantity,want_quantity,bo muon ba_muoi may_tinh,Bố muốn ba mươi máy tính.,medium,synthetic_template_v4,train
307,generated_mix,want_need_like,con_gai thich den,Con gái thích đèn.,simple,synthetic_template_v4,train
308,generated_mix,time_activity,toi_nay chi dang choi,Tối nay chị đang chơi.,medium,synthetic_template_v4,train
309,generated_health,time_symptom,hom_qua benh_nhan bi dau_tay,Hôm qua bệnh nhân bị đau tay.,medium,synthetic_template_v4,train
310,quantity,need_quantity,ban can bon sach,Bạn cần bốn sách.,medium,synthetic_template_v4,train
311,generated_mix,place,con_gai di ben_xe,Con gái đi bến xe.,simple,synthetic_template_v4,train
312,food_drink,need_food,co can keo,Cô cần kẹo.,simple,synthetic_template_v4,train
313,need,need,toi can xe_cuu_thuong,Tôi cần xe cứu thương.,simple,synthetic_template_v4,train
314,generated_mix,time_activity,mua_dong toi dang mua_sam,Mùa đông tôi đang mua sắm.,medium,synthetic_template_v4,train
315,generated_mix,time_activity,thu_ba ban dang di_cho,Thứ ba bạn đang đi chợ.,medium,synthetic_template_v4,train
316,negation,not_do,chi khong noi,Chị không nói.,simple,synthetic_template_v4,train
317,generated_health,time_symptom,buoi_trua chung_toi bi dau_tay,Buổi trưa chúng tôi bị đau tay.,medium,synthetic_template_v4,train
318,generated_mix,time_activity,toi_nay benh_nhan dang di_cho,Tối nay bệnh nhân đang đi chợ.,medium,synthetic_template_v4,train
319,time_activity,time_doing,buoi_toi co_giao ngu,Buổi tối cô giáo ngủ.,medium,synthetic_template_v4,train
320,question,ask_quantity,toi can bao_nhieu ban_phim,Tôi cần bao nhiêu bàn phím?,medium,synthetic_template_v4,train
321,generated_mix,time_activity,chu_nhat ban dang lam_bai_tap,Chủ nhật bạn đang làm bài tập.,medium,synthetic_template_v4,train
322,generated_health,time_symptom,thu_sau em bi dau_hong,Thứ sáu em bị đau họng.,medium,synthetic_template_v4,train
323,generated_mix,want_need_like,co_giao thich giuong,Cô giáo thích giường.,simple,synthetic_template_v4,train
324,generated_mix,time_activity,nam ba dang noi,Năm bà đang nói.,medium,synthetic_template_v4,train
325,generated_mix,want_need_like,chung_toi muon may_tinh,Chúng tôi muốn máy tính.,simple,synthetic_template_v4,train
326,generated_mix,time_activity,hom_nay chung_toi dang choi,Hôm nay chúng tôi đang chơi.,medium,synthetic_template_v4,train
327,generated_mix,time_activity,chu_nhat con_gai dang nghe,Chủ nhật con gái đang nghe.,medium,synthetic_template_v4,train
328,generated_mix,time_activity,nam bo dang nghi,Năm bố đang nghỉ.,medium,synthetic_template_v4,train
329,generated_health,time_symptom,chu_nhat con_gai bi di_ung,Chủ nhật con gái bị dị ứng.,medium,synthetic_template_v4,train
330,quantity,need_quantity,bo can bay pho,Bố cần bảy phở.,medium,synthetic_template_v4,train
331,daily_activity,future_activity,co_giao se nghe,Cô giáo sẽ nghe.,simple,synthetic_template_v4,train
332,complex_need,want_food_place,toi muon tra o phong_kham,Tôi muốn trà ở phòng khám.,complex,synthetic_template_v4,train
333,description,object_adj,ghe cu,Ghế cũ.,simple,synthetic_template_v4,train
334,generated_mix,time_activity,mua_he anh dang an,Mùa hè anh đang ăn.,medium,synthetic_template_v4,train
335,complex_need,want_food_place,em muon thit o cho,Em muốn thịt ở chợ.,complex,synthetic_template_v4,train
336,generated_mix,time_activity,buoi_toi em dang di_hoc,Buổi tối em đang đi học.,medium,synthetic_template_v4,train
337,generated_health,time_symptom,buoi_trua anh bi sot,Buổi trưa anh bị sốt.,medium,synthetic_template_v4,train
338,generated_mix,time_activity,thu_bay anh dang tam,Thứ bảy anh đang tắm.,medium,synthetic_template_v4,train
339,quantity,need_quantity,ong can mot dien_thoai,Ông cần một điện thoại.,medium,synthetic_template_v4,train
340,generated_mix,time_activity,buoi_chieu ba dang nau_an,Buổi chiều bà đang nấu ăn.,medium,synthetic_template_v4,train
341,generated_mix,time_activity,thu_ba ban dang rua_tay,Thứ ba bạn đang rửa tay.,medium,synthetic_template_v4,train
342,time_activity,time_doing,thang toi nghe,Tháng tôi nghe.,medium,synthetic_template_v4,train
343,location,at_place,thay_giao o phong,Thầy giáo ở phòng.,simple,synthetic_template_v4,train
344,quantity,need_quantity,toi can mot banh_mi,Tôi cần một bánh mì.,medium,synthetic_template_v4,train
345,generated_mix,time_activity,thu_bay thay_giao dang tam,Thứ bảy thầy giáo đang tắm.,medium,synthetic_template_v4,train
346,complex_health,symptom_need,ban bi dau_dau nen can goi_y_ta,Bạn bị đau đầu nên cần gọi y tá.,complex,synthetic_template_v4,train
347,need,not_want,ong khong muon giay,Ông không muốn giấy.,medium,synthetic_template_v4,train
348,generated_mix,time_activity,thu_hai co dang doc_sach,Thứ hai cô đang đọc sách.,medium,synthetic_template_v4,train
349,quantity,want_quantity,me muon hai_muoi chao,Mẹ muốn hai mươi cháo.,medium,synthetic_template_v4,train
350,time_activity,time_doing,buoi_trua ba hoc_bai,Buổi trưa bà học bài.,medium,synthetic_template_v4,train
351,daily_activity,doing,co dang ngu,Cô đang ngủ.,simple,synthetic_template_v4,train
352,need,not_want,me khong muon thuc_an,Mẹ không muốn thức ăn.,medium,synthetic_template_v4,train
353,generated_question,question,con_trai can den khong,Con trai có cần đèn không?,medium,synthetic_template_v4,train
354,generated_mix,time_activity,mua_he co_giao dang di_hoc,Mùa hè cô giáo đang đi học.,medium,synthetic_template_v4,train
355,quantity,need_quantity,toi can bon tivi,Tôi cần bốn ti vi.,medium,synthetic_template_v4,train
356,generated_mix,time_activity,chu_nhat anh dang chay,Chủ nhật anh đang chạy.,medium,synthetic_template_v4,train
357,generated_family,help_someone,ban_be can but,Bạn bè cần bút.,medium,synthetic_template_v4,train
358,shopping,buy,me muon mua giuong,Mẹ muốn mua giường.,simple,synthetic_template_v4,train
359,quantity,want_quantity,me muon ba_muoi but,Mẹ muốn ba mươi bút.,medium,synthetic_template_v4,train
360,generated_health,time_symptom,thu_tu ong bi dau_tay,Thứ tư ông bị đau tay.,medium,synthetic_template_v4,train
361,quantity,want_quantity,anh muon bay den,Anh muốn bảy đèn.,medium,synthetic_template_v4,train
362,time_activity,time_doing,buoi_toi co xem,Buổi tối cô xem.,medium,synthetic_template_v4,train
363,complex_schedule,time_go_place,hom_nay ban se di van_phong,Hôm nay bạn sẽ đi văn phòng.,complex,synthetic_template_v4,train
364,generated_mix,want_need_like,chung_toi can goi_y_ta,Chúng tôi cần gọi y tá.,simple,synthetic_template_v4,train
365,generated_mix,time_activity,ngay toi dang lam_viec,Ngày tôi đang làm việc.,medium,synthetic_template_v4,train
366,quantity,want_quantity,me muon hai vo,Mẹ muốn hai vở.,medium,synthetic_template_v4,train
367,generated_question,question,me can ban_do khong,Mẹ có cần bản đồ không?,medium,synthetic_template_v4,train
368,generated_health,time_symptom,thu_hai nguoi_khiem_thinh bi chong_mat,Thứ hai người khiếm thính bị chóng mặt.,medium,synthetic_template_v4,train
369,need,want,bo muon dien_thoai,Bố muốn điện thoại.,simple,synthetic_template_v4,train
370,generated_health,time_symptom,thang co bi ho,Tháng cô bị ho.,medium,synthetic_template_v4,train
371,time_activity,time_doing,chu_nhat bo noi,Chủ nhật bố nói.,medium,synthetic_template_v4,train
372,generated_health,time_symptom,buoi_trua ba bi dau_bung,Buổi trưa bà bị đau bụng.,medium,synthetic_template_v4,train
373,question,ask_need,anh muon gi,Anh muốn gì?,simple,synthetic_template_v4,train
374,complex_schedule,time_go_place,buoi_trua em se di van_phong,Buổi trưa em sẽ đi văn phòng.,complex,synthetic_template_v4,train
375,health,need_doctor,chi bi met can goi_bac_si,"Chị bị mệt, cần gọi bác sĩ.",complex,synthetic_template_v4,train
376,generated_mix,time_activity,buoi_trua co_giao dang di_bo,Buổi trưa cô giáo đang đi bộ.,medium,synthetic_template_v4,train
377,generated_health,time_symptom,buoi_toi chi bi cam_lanh,Buổi tối chị bị cảm lạnh.,medium,synthetic_template_v4,train
378,time_activity,time_doing,chu_nhat ong doc_sach,Chủ nhật ông đọc sách.,medium,synthetic_template_v4,train
379,time_activity,time_doing,ngay co_giao di_hoc,Ngày cô giáo đi học.,medium,synthetic_template_v4,train
380,generated_mix,want_need_like,ba thich kinh,Bà thích kính.,simple,synthetic_template_v4,train
